,Unnamed: 0,Stn Id,Stn Name,CIMIS Region,Date,Day of Meas,Jul,Eto,qc,Precip (mm),qc.1,Sol Rad (W/sq.m),qc.2,Net Rad (W/sq.m),qc.3,Avg Vap Pres (kPa),qc.4,Max Air Temp (C),qc.5,Min Air Temp (C),qc.6,Avg Air Temp (C),qc.7,Max Rel Hum (%),qc.8,Min Rel Hum (%),qc.9,Avg Rel Hum (%),qc.10,Dew Point (C),qc.11,Avg Wind Speed (m/s),qc.12,Wind Run (km),qc.13,Avg Soil Temp (C),qc.14,PM ETo (mm),qc.15,Latitude,Longitude,Elevation,Plag1,Plag2,P_post1,P_post2,day,month,year,doy,dr,delta,omega,Rext,Rso,es_Tmax,es_Tmin,es,VPD,TmaxK,TminK,Rnl_out,Rnet_FAO,TmeanFAOC,del,P,gamma,PM_ETo_Calc,PT_ETo,Rnet_SdB,ETo_SdB,ETo_Ensemble,Bias_ETPM,Bias_ETPT,Bias_ETSdB,Bias_ETCIMIS
8347,8347,90,Alturas,Northeast Plateau,11/9/2019,186,313,45.6596, ,0, ,134, ,20, ,0.4, ,20.9, ,-8.1, ,4.4, ,91, ,18, ,50, ,-5, ,1.2, ,104.4, ,6.3, ,51.048, ,41.438214,-120.480308,4405,0,0,0,0,9,11,2019,313,1.020568136,-0.308276358,1.286062416,189.9601338,147.571077,2.471770045,0.33177013,1.401770087,1.001770087,294.06,265.06,77.51095879,25.66904121,6.4,0.066333113,86.40394875,0.057458626,54.41782955,17.33081192,25.58477144,33.70945714,37.77942465,0.440409166,-0.541263212,-0.107729738,0.208583784
8348,8348,90,Alturas,Northeast Plateau,11/10/2019,187,314,48.4956, ,0, ,143, ,31, ,0.5, ,19.4, ,-3.9, ,6.4, ,85, ,24, ,55, ,-2, ,1.1, ,96.8, ,6.5, ,53.884, ,41.438214,-120.480308,4405,0,0,0,0,10,11,2019,314,1.021009075,-0.312855118,1.281417083,187.9496553,146.009231,2.252831002,0.457691927,1.355261464,0.855261464,292.56,269.26,83.58222857,26.52777143,7.75,0.071972479,86.40394875,0.057458626,45.21053507,18.58656416,26.41737511,34.68985356,36.7456382,0.230364671,-0.494183117,-0.055946358,0.319764804
8349,8349,90,Alturas,Northeast Plateau,11/11/2019,188,315,41.6892, ,0, ,116, ,29, ,0.6, ,18.7, ,-3.7, ,5.9, ,95, ,35, ,67, ,0.2, ,1.3, ,112.3, ,6.7, ,46.2268, ,41.438214,-120.480308,4405,0,0,0,0,11,11,2019,315,1.021443795,-0.317341267,1.276846077,185.9811467,144.4799895,2.15660198,0.464624398,1.310613189,0.710613189,291.86,269.46,60.36052281,28.95947719,7.5,0.070898281,86.40394875,0.057458626,44.76393554,20.15476439,20.71089514,31.43971837,34.51190458,0.297057815,-0.416005444,-0.089018159,0.207965788
8350,8350,90,Alturas,Northeast Plateau,11/12/2019,189,316,40.2712, ,0, ,106, ,28, ,0.6, ,18.9, ,-4.7, ,5.3, ,94, ,34, ,68, ,-0.2, ,1.3, ,115.4, ,6.7, ,44.5252, ,41.438214,-120.480308,4405,0,0,0,0,12,11,2019,316,1.021872168,-0.321733476,1.272351558,184.0552032,142.9838147,2.183721841,0.430869684,1.307295763,0.707295763,292.06,268.46,53.28037665,28.33962335,7.1,0.069208083,86.40394875,0.057458626,44.5545233,19.51007564,18.26944104,29.98204663,33.57946139,0.326838533,-0.418987833,-0.107131402,0.199280701
8351,8351,90,Alturas,Northeast Plateau,11/13/2019,190,317,47.3612, ,0, ,127, ,38, ,0.5, ,19.5, ,-5.9, ,4.4, ,97, ,20, ,59, ,-2.8, ,1.2, ,99.9, ,6.5, ,49.9136, ,41.438214,-120.480308,4405,0,0,0,0,13,11,2019,317,1.022294065,-0.326030445,1.267935697,182.1723991,141.5211529,2.266880101,0.393246569,1.330063335,0.830063335,292.66,267.26,73.21500477,24.57499523,6.8,0.067963164,86.40394875,0.057458626,46.28810089,16.7789424,21.10439849,31.43598493,35.46605705,0.30513806,-0.526901387,-0.113631806,0.335395134
8352,8352,90,Alturas,Northeast Plateau,11/14/2019,191,318,37.7188, ,0, ,91, ,22, ,0.5, ,18.4, ,-2.4, ,6.6, ,89, ,28, ,55, ,-1.9, ,1.4, ,117.2, ,6.6, ,42.2564, ,41.438214,-120.480308,4405,0,0,0,0,14,11,2019,318,1.022709363,-0.330230902,1.263600679,180.3332883,140.0924344,2.116474806,0.511997642,1.314236224,0.814236224,291.56,270.76,45.36814723,24.70185277,8,0.073060561,86.40394875,0.057458626,49.11445071,17.42242954,14.56166821,28.15116669,33.10171173,0.483743533,-0.473669831,-0.14955556,0.139481858
8353,8353,90,Alturas,Northeast Plateau,11/15/2019,192,319,39.4204, ,0, ,119, ,34, ,0.6, ,14.9, ,-2.6, ,5.3, ,92, ,43, ,70, ,0.2, ,1.3, ,112.5, ,6.7, ,41.9728, ,41.438214,-120.480308,4405,0,0,0,0,15,11,2019,319,1.023117939,-0.334333603,1.259348694,178.5384044,138.6980737,1.694398038,0.504442066,1.099420052,0.499420052,288.06,270.56,64.97165247,26.65834753,6.15,0.065331419,86.40394875,0.057458626,34.76761075,17.87156989,18.312441,29.74327975,30.4507151,0.141766643,-0.413098516,-0.023232142,0.294564015
8354,8354,90,Alturas,Northeast Plateau,11/16/2019,193,320,35.7336, ,0, ,118, ,31, ,0.6, ,14.9, ,-6.7, ,2.4, ,97, ,34, ,76, ,-1.4, ,1.1, ,98.8, ,6.5, ,37.7188, ,41.438214,-120.480308,4405,0,0,0,0,16,11,2019,320,1.023519671,-0.338337335,1.255181937,176.7882606,137.3384694,1.694398038,0.369812433,1.032105235,0.432105235,288.06,266.46,63.41500956,27.44499044,4.1,0.057594751,86.40394875,0.057458626,29.99714996,17.31080095,17.43883528,28.72973397,27.94282122,0.073519017,-0.380492012,0.028161535,0.27881146
8355,8355,90,Alturas,Northeast Plateau,11/17/2019,194,321,41.122, ,0.1, ,125, ,24, ,0.5, ,18.8, ,-6.6, ,3.9, ,96, ,25, ,61, ,-2.8, ,1.2, ,105.8, ,6.1, ,46.2268, ,41.438214,-120.480308,4405,0,0,0.1,0.1,17,11,2019,321,1.023914441,-0.342240912,1.251102609,175.0833499,136.0140046,2.170124842,0.372672252,1.271398547,0.771398547,291.96,266.56,74.94710824,21.30289176,6.1,0.065132642,86.40394875,0.057458626,42.8066971,14.26094367,17.715976,29.4124838,31.90053114,0.341880388,-0.552955918,-0.077993916,0.289069446
8356,8356,90,Alturas,Northeast Plateau,11/18/2019,195,322,43.3908, ,0, ,124, ,27, ,0.6, ,19.9, ,-6.7, ,6.3, ,95, ,30, ,60, ,-0.8, ,1.6, ,134.3, ,6.1, ,50.4808, ,41.438214,-120.480308,4405,0.1,0,0.1,0.1,18,11,2019,322,1.024302131,-0.346043178,1.247112905,173.4241455,134.7250469,2.323845764,0.369812433,1.346829098,0.746829098,293.06,266.46,72.75924646,22.72075354,6.6,0.067143906,86.40394875,0.057458626,49.99894315,15.42669916,16.82889889,29.06849954,34.47123546,0.450454052,-0.552476175,-0.156731717,0.25875384
8357,8357,90,Alturas,Northeast Plateau,11/19/2019,196,323,39.9876, ,0, ,93, ,22, ,0.6, ,13, ,2.2, ,7.3, ,85, ,43, ,63, ,0.7, ,2.8, ,245.5, ,6.9, ,42.54, ,41.438214,-120.480308,4405,0,0.1,0,0.1,19,11,2019,323,1.024682628,-0.349743008,1.24321502,171.8111009,133.4719485,1.497770903,0.715805444,1.106788174,0.506788174,286.16,275.36,48.29504218,23.31495782,7.6,0.071326304,86.40394875,0.057458626,49.48096522,16.27008615,12.06786363,26.68367105,33.1055806,0.494641215,-0.508539471,-0.193982689,0.207880945
8358,8358,90,Alturas,Northeast Plateau,11/20/2019,197,324,47.0776, ,0, ,90, ,10, ,0.5, ,7.7, ,-3.2, ,3.7, ,79, ,43, ,59, ,-3.6, ,4.8, ,417.7, ,6.6, ,45.6596, ,41.438214,-120.480308,4405,0,0,0,0,20,11,2019,324,1.025055818,-0.353339307,1.239411139,170.2446503,132.2550469,1.051045857,0.482364242,0.76670505,0.26670505,280.86,269.96,44.8172803,24.4827197,2.25,0.051300986,86.40394875,0.057458626,39.87841082,14.5508468,11.14839299,25.25860236,31.69136499,0.2583368,-0.540857682,-0.202981558,0.485502439
8359,8359,90,Alturas,Northeast Plateau,11/21/2019,198,325,31.4796, ,0, ,127, ,19, ,0.4, ,10.2, ,-9.5, ,-0.1, ,91, ,37, ,67, ,-5.4, ,1.5, ,128.7, ,5.7, ,36.5844, ,41.438214,-120.480308,4405,0,0,0,0,21,11,2019,325,1.025421591,-0.35683101,1.235703438,168.7252087,131.0746643,1.244517155,0.297244334,0.770880744,0.370880744,283.36,263.66,77.04006784,20.74993216,0.35,0.045461252,86.40394875,0.057458626,29.70588713,11.54860044,14.99265095,26.62247854,24.83914153,0.195930507,-0.535064429,0.071795437,0.267338485
8360,8360,90,Alturas,Northeast Plateau,11/22/2019,199,326,32.3304, ,0, ,121, ,15, ,0.4, ,12.4, ,-10, ,-0.7, ,94, ,35, ,68, ,-5.9, ,1.3, ,111.8, ,5, ,38.0024, ,41.438214,-120.480308,4405,0,0,0,0,22,11,2019,326,1.025779839,-0.360217083,1.232094076,167.2531724,129.9311087,1.43998895,0.285710982,0.862849966,0.462849966,285.56,263.16,74.02639239,19.14360761,1.2,0.047998913,86.40394875,0.057458626,31.61434334,10.97862874,13.59004461,26.18549774,25.27721746,0.250705043,-0.565670994,0.035932764,0.279033187
8362,8362,90,Alturas,Northeast Plateau,11/24/2019,200,328,29.2108, ,0, ,107, ,15, ,0.4, ,12.5, ,-10.7, ,-0.7, ,94, ,32, ,68, ,-5.8, ,1.4, ,119, ,4.1, ,33.4648, ,41.438214,-120.480308,4405,0,0,0,0,24,11,2019,328,1.026473336,-0.366668363,1.225178914,164.4528089,127.7556382,1.449481125,0.270232888,0.859857007,0.459857007,285.66,262.46,63.47070089,18.91929911,0.9,0.047089709,86.40394875,0.057458626,32.887595,10.73703757,10.8193161,24.87313782,24.4271426,0.346354567,-0.560446437,0.018258182,0.195833687
8363,8363,90,Alturas,Northeast Plateau,11/25/2019,201,329,26.6584, ,0, ,68, ,10, ,0.4, ,5.2, ,-6.5, ,-0.9, ,86, ,41, ,67, ,-6.2, ,2.8, ,240.5, ,3.9, ,27.7928, ,41.438214,-120.480308,4405,0,0,0,0,25,11,2019,329,1.026808381,-0.36973166,1.221877328,163.1251834,126.7242686,0.884564423,0.375551679,0.630058051,0.230058051,278.36,266.66,29.52225814,22.83774186,-0.65,0.042624293,86.40394875,0.057458626,28.69760385,12.25521494,6.505645437,22.77068796,22.59547669,0.270059678,-0.457625298,0.007754263,0.179811356
8364,8364,90,Alturas,Northeast Plateau,11/26/2019,202,330,18.434, ,0, ,32, ,-7, ,0.4, ,0.4, ,-8.2, ,-2.9, ,91, ,54, ,76, ,-6.5, ,5, ,435.5, ,3.4, ,15.8816, ,41.438214,-120.480308,4405,0,0,0,0,26,11,2019,330,1.02713549,-0.372685509,1.218682499,161.8463677,125.7308169,0.628811428,0.329190876,0.479001152,0.079001152,273.56,264.96,-0.481066882,25.12106688,-3.9,0.034430514,86.40394875,0.057458626,15.91740315,11.86008884,2.890979314,21.08323903,16.82368276,-0.053869276,-0.29503611,0.2531881,0.095717285
8365,8365,90,Alturas,Northeast Plateau,11/27/2019,203,331,27.5092, ,0.3, ,80, ,16, ,0.4, ,1.7, ,-8.3, ,-1.6, ,94, ,59, ,74, ,-5.6, ,3.9, ,336.8, ,3.3, ,23.8224, ,41.438214,-120.480308,4405,0,0,0.3,0.3,27,11,2019,331,1.027454566,-0.375529035,1.215596457,160.6166697,124.7755224,0.690634388,0.326629448,0.508631918,0.108631918,274.86,264.86,39.0659421,22.5340579,-3.3,0.035831607,86.40394875,0.057458626,18.35616883,10.90536139,6.811166324,22.61608347,19.84670342,-0.075102376,-0.450520263,0.139538541,0.386084097
8367,8367,90,Alturas,Northeast Plateau,11/29/2019,204,333,10.4932, ,0, ,58, ,10, ,0.3, ,-1.9, ,-12.4, ,-5.7, ,92, ,70, ,83, ,-8.1, ,1.3, ,113.4, ,2.4, ,12.762, ,41.438214,-120.480308,4405,0.3,0,0.3,0.3,29,11,2019,333,1.028068244,-0.380881784,1.209758656,158.3057763,122.9802982,0.531326681,0.235704167,0.383515424,0.083515424,271.26,260.76,21.48373944,23.17626056,-7.15,0.027633796,86.40394875,0.057458626,11.21561038,9.483389227,4.358248854,21.41534296,13.15188564,-0.147224156,-0.278933114,0.6283097,-0.20215243
8368,8368,90,Alturas,Northeast Plateau,11/30/2019,205,334,22.9716, ,0.1, ,59, ,10, ,0.4, ,1.7, ,-7.7, ,-2.2, ,88, ,47, ,69, ,-7.1, ,2.7, ,232.2, ,2.2, ,22.688, ,41.438214,-120.480308,4405,0,0.3,0.1,0.4,30,11,2019,334,1.028362665,-0.383389423,1.207010749,157.2251163,122.1407844,0.690634388,0.342267551,0.516450969,0.116450969,274.86,265.46,22.98912606,22.44087394,-3,0.036550412,86.40394875,0.057458626,17.22475033,10.99342399,4.151607889,21.61413181,18.20097653,-0.053635924,-0.395998123,0.187525942,0.262108105
8369,8369,90,Alturas,Northeast Plateau,12/1/2019,206,335,9.6424, ,1.2, ,36, ,-3, ,0.6, ,4.8, ,-3.4, ,1.6, ,90, ,70, ,83, ,-0.9, ,2.6, ,224.3, ,2.3, ,11.6276, ,41.438214,-120.480308,4405,0.1,0,1.3,1.3,1,12,2019,335,1.02864869,-0.38578357,1.204379322,156.1946456,121.3402602,0.860207413,0.475197576,0.667702495,0.067702495,277.96,269.76,3.736703516,23.98329648,0.7,0.046491833,86.40394875,0.057458626,13.29892364,13.51542422,2.367018238,21.05864869,14.37884914,-0.075105141,-0.060048263,0.464557315,-0.329403911
8370,8370,90,Alturas,Northeast Plateau,12/2/2019,207,336,12.1948, ,1.2, ,48, ,-5, ,0.7, ,9.6, ,-3.1, ,3.3, ,94, ,72, ,87, ,1.3, ,1.8, ,159.2, ,3.1, ,15.3144, ,41.438214,-120.480308,4405,1.2,0.1,2.4,2.5,2,12,2019,336,1.028926234,-0.388063518,1.201866173,155.2145942,120.5789045,1.195433435,0.485983346,0.84070839,0.14070839,282.76,270.06,13.86869598,23.09130402,3.25,0.054625338,86.40394875,0.057458626,17.69541283,14.17978541,2.942580256,21.43409846,16.37602418,0.080568314,-0.134113063,0.308870715,-0.255325965
8371,8371,90,Alturas,Northeast Plateau,12/3/2019,208,337,34.3156, ,0, ,110, ,18, ,0.6, ,10.7, ,-3.6, ,4.1, ,95, ,58, ,75, ,0.1, ,2.8, ,240.5, ,3.9, ,34.8828, ,41.438214,-120.480308,4405,1.2,1.2,1.2,2.4,3,12,2019,337,1.029195216,-0.39022859,1.19947304,154.285178,119.8568849,1.286764888,0.468125395,0.877445141,0.277445141,283.86,269.56,68.70642861,15.99357139,3.55,0.055657998,86.40394875,0.057458626,29.8516614,9.915557657,6.273801483,23.08696651,24.29244639,0.228845416,-0.59182548,-0.049623651,0.412603714
8372,8372,90,Alturas,Northeast Plateau,12/4/2019,209,338,10.4932, ,0, ,44, ,3, ,0.6, ,6.4, ,-4.6, ,2.3, ,95, ,70, ,86, ,0.1, ,1.4, ,124.4, ,3.6, ,13.3292, ,41.438214,-120.480308,4405,0,1.2,0,1.2,4,12,2019,338,1.029455555,-0.392278146,1.1972016,153.4065993,119.1743585,0.961323338,0.434144411,0.697733875,0.097733875,279.56,268.56,11.02100832,22.85899168,0.9,0.047089709,86.40394875,0.057458626,13.71323356,12.97288294,2.329857941,21.04939339,14.55717747,-0.05797442,-0.108832536,0.445980406,-0.279173451
8373,8373,90,Alturas,Northeast Plateau,12/5/2019,210,339,19.852, ,0, ,54, ,10, ,0.6, ,10.8, ,-2.4, ,3.4, ,95, ,61, ,83, ,0.7, ,1.9, ,163.5, ,4.1, ,23.2552, ,41.438214,-120.480308,4405,0,0,0,0,5,12,2019,339,1.029707175,-0.39421158,1.19505346,152.5790467,118.5314719,1.295364086,0.511997642,0.903680864,0.303680864,283.96,270.76,20.66371497,20.91628503,4.2,0.057953026,86.40394875,0.057458626,27.95852011,13.23370825,2.649359607,21.33035446,20.59364571,0.35762849,-0.357388758,0.035773596,-0.036013327
8374,8374,90,Alturas,Northeast Plateau,12/6/2019,211,340,33.4648, ,0, ,85, ,19, ,0.6, ,10.8, ,-1, ,4, ,87, ,50, ,72, ,-0.5, ,3, ,262.1, ,3.9, ,35.1664, ,41.438214,-120.480308,4405,0,0,0,0,6,12,2019,340,1.02995,-0.396028318,1.193030159,151.8026963,117.9283618,1.295364086,0.567751891,0.931557989,0.331557989,283.96,272.16,49.03634884,16.41365116,4.9,0.060514881,86.40394875,0.057458626,35.35047474,10.60848676,3.856891142,21.97840443,25.35054148,0.394466259,-0.581528199,-0.133020316,0.320082256
8375,8375,90,Alturas,Northeast Plateau,12/7/2019,212,341,20.7028, ,6.8, ,36, ,-2, ,0.7, ,8.9, ,0.3, ,4.5, ,96, ,63, ,80, ,1.4, ,4.3, ,371, ,4.2, ,21.5536, ,41.438214,-120.480308,4405,0,0,6.8,6.8,7,12,2019,341,1.03018396,-0.397727824,1.191133162,151.0777115,117.3651553,1.140327698,0.624265107,0.882296402,0.182296402,282.06,273.46,4.82801892,22.89198108,4.6,0.059405303,86.40394875,0.057458626,27.38496952,14.66218369,1.508324166,20.76672464,20.87916946,0.311592857,-0.297760205,-0.005385503,-0.008447149
8377,8377,90,Alturas,Northeast Plateau,12/9/2019,213,343,12.4784, ,0.1, ,66, ,10, ,0.5, ,3.7, ,-6.7, ,-2, ,98, ,90, ,98, ,-2.3, ,1.1, ,97.5, ,3.8, ,13.6128, ,41.438214,-120.480308,4405,6.8,0,6.9,6.9,9,12,2019,343,1.030625008,-0.40077316,1.187723536,149.7824326,116.3589142,0.796247966,0.369812433,0.583030199,0.083030199,276.86,266.46,31.01074076,19.80925924,-1.5,0.040334044,86.40394875,0.057458626,10.83251239,10.29447598,2.349696295,20.9691192,13.64362689,-0.206038652,-0.245473651,0.536916786,-0.085404482
8379,8379,90,Alturas,Northeast Plateau,12/11/2019,214,345,9.6424, ,4.5, ,34, ,-3, ,0.7, ,7.8, ,1, ,3.7, ,96, ,64, ,88, ,1.9, ,1.9, ,165.7, ,3.9, ,11.344, ,41.438214,-120.480308,4405,0.1,6.8,4.6,11.4,11,12,2019,345,1.031029796,-0.403343982,1.184834671,148.6942837,115.5135826,1.058243415,0.656709164,0.857476289,0.157476289,280.96,274.16,3.555107922,22.62489208,4.4,0.058675312,86.40394875,0.057458626,18.98184601,14.40301185,1.027721739,20.51924437,15.88662556,0.194831838,-0.093387592,0.29160496,-0.393049206
8380,8380,90,Alturas,Northeast Plateau,12/12/2019,215,346,20.4192, ,1.5, ,52, ,1, ,0.8, ,9.9, ,3.3, ,5.8, ,97, ,70, ,86, ,3.5, ,3, ,259.6, ,4.6, ,21.5536, ,41.438214,-120.480308,4405,4.5,0.1,6,6.1,12,12,2019,346,1.031218441,-0.404450476,1.183588294,148.2281704,115.151481,1.219758202,0.774052652,0.996905427,0.196905427,283.06,276.46,19.38521606,20.65478394,6.6,0.067143906,86.40394875,0.057458626,24.47961904,14.02396877,1.450843929,20.78180858,19.9261491,0.228517307,-0.296202758,0.042941538,0.024743913
8381,8381,90,Alturas,Northeast Plateau,12/13/2019,216,347,1.9852, ,2.9, ,16, ,-14, ,0.8, ,5.9, ,1.5, ,4.7, ,93, ,85, ,89, ,3.1, ,2.8, ,238.1, ,4.9, ,2.836, ,41.438214,-120.480308,4405,1.5,4.5,4.4,8.9,13,12,2019,347,1.031397845,-0.405437245,1.182475247,147.8141634,114.8298585,0.928655184,0.680786994,0.804721089,0.004721089,279.06,274.66,-11.58906432,23.90906432,3.7,0.056180578,86.40394875,0.057458626,8.393251345,14.89330717,0.413157247,20.20425533,11.36900346,-0.261742564,0.309992315,0.77713512,-0.825384872
8382,8382,90,Alturas,Northeast Plateau,12/14/2019,217,348,24.6732, ,0, ,96, ,26, ,0.5, ,4.9, ,-2.4, ,0.9, ,97, ,53, ,80, ,-2.2, ,1.7, ,142.9, ,4.7, ,24.6732, ,41.438214,-120.480308,4405,2.9,1.5,2.9,4.4,14,12,2019,348,1.031567954,-0.406303996,1.18149638,147.4523495,114.5487823,0.866240546,0.511997642,0.689119094,0.189119094,278.06,270.76,60.61378218,13.30621782,1.25,0.048151905,86.40394875,0.057458626,16.99881677,7.644189056,2.303643674,21.05031979,17.5916314,-0.033698673,-0.56546446,0.196609871,0.402553261
8383,8383,90,Alturas,Northeast Plateau,12/15/2019,218,349,8.2244, ,3.4, ,37, ,-2, ,0.4, ,1.7, ,-10.2, ,-2.5, ,96, ,62, ,86, ,-4.6, ,1.8, ,158.8, ,4.2, ,8.7916, ,41.438214,-120.480308,4405,0,2.9,3.4,6.3,15,12,2019,349,1.031728719,-0.407050472,1.180652444,147.1428055,114.3083123,0.690634388,0.28121021,0.485922299,0.085922299,274.86,262.96,6.50395851,21.98604149,-4.25,0.033635253,86.40394875,0.057458626,12.5400241,10.22876241,0.829796125,20.30639164,12.82489454,-0.022212302,-0.202429121,0.583357397,-0.358715974
8384,8384,90,Alturas,Northeast Plateau,12/16/2019,219,350,21.8372, ,0, ,105, ,10, ,0.3, ,3.7, ,-12.1, ,-4.8, ,92, ,47, ,72, ,-9.1, ,1.9, ,160.2, ,3.2, ,26.6584, ,41.438214,-120.480308,4405,3.4,0,3.4,3.4,16,12,2019,350,1.031880091,-0.407676452,1.179944092,146.885599,114.1085006,0.796247966,0.241495821,0.518871893,0.218871893,276.86,261.06,70.07612986,10.77387014,-4.2,0.033747881,86.40394875,0.057458626,20.51365574,5.022997594,2.21737655,20.82046515,17.04857962,0.203247203,-0.705371491,0.221243389,0.2808809
8385,8385,90,Alturas,Northeast Plateau,12/17/2019,220,351,28.36, ,0, ,74, ,18, ,0.3, ,3.5, ,-9.1, ,-2.1, ,77, ,46, ,60, ,-8.8, ,2.5, ,216.1, ,2.4, ,26.942, ,41.438214,-120.480308,4405,0,3.4,0,3.4,17,12,2019,351,1.032022026,-0.408181752,1.17937187,146.6807881,113.9493927,0.785081093,0.306767028,0.54592406,0.24592406,276.66,264.06,42.15465656,14.82534344,-2.8,0.037036495,86.40394875,0.057458626,27.11099881,7.32142809,1.485343156,20.58216661,20.84364838,0.300683945,-0.648745366,-0.012544914,0.360606334
8386,8386,90,Alturas,Northeast Plateau,12/18/2019,221,352,22.1208, ,0, ,46, ,0, ,0.4, ,5.2, ,-4.3, ,0.7, ,82, ,49, ,63, ,-5.5, ,2.8, ,244.8, ,2, ,21.5536, ,41.438214,-120.480308,4405,0,0,0,0,18,12,2019,352,1.032154481,-0.408566221,1.178936223,146.5284216,113.8310263,0.884564423,0.444101365,0.664332894,0.264332894,278.36,268.86,15.65439795,19.76560205,0.45,0.045753679,86.40394875,0.057458626,30.8625462,11.04015409,0.887450306,20.39340383,21.10422603,0.462387019,-0.476874723,-0.03368151,0.048169214
8387,8387,90,Alturas,Northeast Plateau,12/19/2019,222,353,19.0012, ,2, ,46, ,5, ,0.7, ,8, ,1.7, ,4.4, ,89, ,70, ,79, ,1, ,3.5, ,303.1, ,1.9, ,20.4192, ,41.438214,-120.480308,4405,0,0,2,2,19,12,2019,353,1.032277419,-0.408829746,1.178637491,146.4285395,113.7534326,1.072768826,0.690634388,0.881701607,0.181701607,281.16,274.86,14.80165028,20.61834972,4.85,0.060328728,86.40394875,0.057458626,24.71110433,13.30607442,0.863894902,20.44247263,19.36521285,0.276056428,-0.312887778,0.055628605,-0.018797255
8388,8388,90,Alturas,Northeast Plateau,12/20/2019,223,354,54.4512, ,0, ,75, ,11, ,0.6, ,12.2, ,3.8, ,7.6, ,75, ,45, ,59, ,0.1, ,5.4,Y,469,Y,2.8, ,52.466, ,41.438214,-120.480308,4405,2,0,2,2,20,12,2019,354,1.032390801,-0.408972249,1.178475906,146.3811728,113.7166357,1.421168221,0.801883779,1.111526,0.511526,285.36,276.96,44.39743929,13.35256071,8,0.073060561,86.40394875,0.057458626,65.21563698,9.417676089,1.390293059,20.7782426,37.46568892,0.740676306,-0.748631979,-0.445406098,0.453361771
8390,8390,90,Alturas,Northeast Plateau,12/22/2019,224,356,34.032, ,2.3, ,63, ,15, ,0.5, ,10, ,-6.7, ,2.3, ,94, ,39, ,69, ,-2.8, ,3.2, ,275.1, ,3.2, ,30.0616, ,41.438214,-120.480308,4405,0,2,2.3,4.3,22,12,2019,356,1.03258877,-0.408894054,1.178564575,146.4440652,113.7654938,1.227962619,0.369812433,0.798887526,0.298887526,283.16,266.46,31.16056939,17.34943061,1.65,0.049391001,86.40394875,0.057458626,35.21314544,10.10486667,1.1881779,20.54923257,24.97481117,0.409946414,-0.595397675,-0.177201684,0.362652945
8391,8391,90,Alturas,Northeast Plateau,12/23/2019,225,357,20.4192, ,0, ,95, ,11, ,0.5, ,4.2, ,-5.6, ,-1.5, ,97, ,64, ,86, ,-3.5, ,1.2, ,107.4, ,3, ,21.5536, ,41.438214,-120.480308,4405,2.3,0,2.3,2.3,23,12,2019,357,1.032673299,-0.40867338,1.17881476,146.554342,113.8511626,0.82478059,0.402368269,0.613574429,0.113574429,277.36,267.56,58.58925168,14.56074832,-0.7,0.04248654,86.40394875,0.057458626,10.96135187,7.799087861,1.845391345,20.78447309,14.99102821,-0.268805867,-0.479749637,0.386460809,0.362094696
8392,8392,90,Alturas,Northeast Plateau,12/24/2019,226,358,17.016, ,0, ,62, ,14, ,0.4, ,4, ,-4.5, ,-1.6, ,95, ,63, ,83, ,-4.2, ,1.6, ,137.6, ,2.5, ,17.8668, ,41.438214,-120.480308,4405,0,2.3,0,2.3,24,12,2019,358,1.032748155,-0.40833173,1.179201954,146.7171694,113.9776556,0.813261096,0.437441181,0.625351139,0.225351139,277.16,268.66,30.44509388,17.29490612,-0.25,0.04374023,86.40394875,0.057458626,20.34641357,9.418770436,1.256006164,20.54287173,16.83101393,0.2088644,-0.440391977,0.220536791,0.010990786
8393,8393,90,Alturas,Northeast Plateau,12/25/2019,227,359,15.0308, ,0, ,60, ,12, ,0.4, ,4.4, ,-8.4, ,-1.9, ,95, ,51, ,81, ,-4.7, ,1.2, ,100.8, ,2.2, ,16.7324, ,41.438214,-120.480308,4405,0,0,0,0,25,12,2019,359,1.032813317,-0.407869205,1.179725856,146.9325342,114.1449623,0.836443783,0.324085738,0.580264761,0.180264761,277.56,264.76,27.81483647,18.38516353,-2,0.039037003,86.40394875,0.057458626,15.74264215,9.371451598,1.281425376,20.5183966,15.16582259,0.038034176,-0.382067702,0.35293661,-0.008903084
8394,8394,90,Alturas,Northeast Plateau,12/26/2019,228,360,18.7176, ,0, ,93, ,7, ,0.3, ,3.7, ,-11.1, ,-5.1, ,95, ,45, ,80, ,-7.9, ,1.2, ,107.1, ,1.9, ,21.8372, ,41.438214,-120.480308,4405,0,0,0,0,26,12,2019,360,1.032868765,-0.407285943,1.180386057,147.2004135,114.3530652,0.796247966,0.261727197,0.528987582,0.228987582,276.86,262.06,59.14069221,12.46930779,-3.7,0.034892195,86.40394875,0.057458626,16.67968607,5.936089217,2.112912616,20.7983054,15.53292017,0.073828095,-0.617838169,0.338982314,0.20502776
